delivrables,strategies,releases
./deliverables/ocata/puppet-tacker.yaml, cycle-trailing,ocata
./deliverables/ocata/ironic-ui.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/senlin.yaml, cycle-with-milestones,ocata
./deliverables/ocata/heat-agents.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/sahara.yaml, cycle-with-milestones,ocata
./deliverables/ocata/python-tackerclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-neutron.yaml, cycle-trailing,ocata
./deliverables/ocata/os-brick.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-barbicanclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/instack-undercloud.yaml, cycle-trailing,ocata
./deliverables/ocata/oslo.config.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/murano.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/searchlight.yaml, cycle-with-milestones,ocata
./deliverables/ocata/puppet-murano.yaml, cycle-trailing,ocata
./deliverables/ocata/ceilometermiddleware.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/tempest.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-mistral.yaml, cycle-trailing,ocata
./deliverables/ocata/python-ironicclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-ceilometerclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-aodhclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-heat.yaml, cycle-trailing,ocata
./deliverables/ocata/puppet-nova.yaml, cycle-trailing,ocata
./deliverables/ocata/sahara-image-elements.yaml, cycle-with-milestones,ocata
./deliverables/ocata/trove-dashboard.yaml, cycle-with-milestones,ocata
./deliverables/ocata/puppet-sahara.yaml, cycle-trailing,ocata
./deliverables/ocata/monasca-ui.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/neutron-lib.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/os-net-config.yaml, cycle-with-milestones,ocata
./deliverables/ocata/designate.yaml, cycle-with-milestones,ocata
./deliverables/ocata/tacker.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/kolla.yaml, cycle-trailing,ocata
./deliverables/ocata/oslotest.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/octavia.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-watcher.yaml, cycle-trailing,ocata
./deliverables/ocata/puppet-tripleo.yaml, cycle-trailing,ocata
./deliverables/ocata/python-searchlightclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/os-apply-config.yaml, cycle-with-milestones,ocata
./deliverables/ocata/debtcollector.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/murano-agent.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-gnocchi.yaml, cycle-trailing,ocata
./deliverables/ocata/oslo.privsep.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/designate-dashboard.yaml, cycle-with-milestones,ocata
./deliverables/ocata/neutron-fwaas.yaml, cycle-with-milestones,ocata
./deliverables/ocata/python-mistralclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-ironic.yaml, cycle-trailing,ocata
./deliverables/ocata/oslo.utils.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/oslo.cache.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/magnum-ui.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/glance.yaml, cycle-with-milestones,ocata
./deliverables/ocata/tooz.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/tripleo-puppet-elements.yaml, cycle-trailing,ocata
./deliverables/ocata/puppet-zaqar.yaml, cycle-trailing,ocata
./deliverables/ocata/oslo.db.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-glanceclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/neutron.yaml, cycle-with-milestones,ocata
./deliverables/ocata/puppet-trove.yaml, cycle-trailing,ocata
./deliverables/ocata/neutron-lbaas.yaml, cycle-with-milestones,ocata
./deliverables/ocata/oslo.rootwrap.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/monasca-persister.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/tripleo-quickstart.yaml, cycle-trailing,ocata
./deliverables/ocata/oslo.context.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/oslo.middleware.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/solum.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/nova.yaml, cycle-with-milestones,ocata
./deliverables/ocata/cinder.yaml, cycle-with-milestones,ocata
./deliverables/ocata/heat.yaml, cycle-with-milestones,ocata
./deliverables/ocata/python-solumclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/mox3.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-heatclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/tripleo-common.yaml, cycle-trailing,ocata
./deliverables/ocata/monasca-transform.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/sahara-extra.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-barbican.yaml, cycle-trailing,ocata
./deliverables/ocata/python-cloudkittyclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-magnum.yaml, cycle-trailing,ocata
./deliverables/ocata/python-vitrageclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/monasca-api.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-keystoneclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/cloudkitty.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-monascaclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/oslo.i18n.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/puppet-openstacklib.yaml, cycle-trailing,ocata
./deliverables/ocata/bifrost.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/networking-ovn.yaml, cycle-with-milestones,ocata
./deliverables/ocata/os-client-config.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-magnumclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/ironic-lib.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/tripleo-image-elements.yaml, cycle-trailing,ocata
./deliverables/ocata/taskflow.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/manila.yaml, cycle-with-milestones,ocata
./deliverables/ocata/trove.yaml, cycle-with-milestones,ocata
./deliverables/ocata/tripleo-ui.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/tripleo-validations.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/vitrage.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/zaqar.yaml, cycle-with-milestones,ocata
./deliverables/ocata/manila-ui.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/python-tripleoclient.yaml, cycle-trailing,ocata
./deliverables/ocata/tricircle.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/monasca-thresh.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/barbican.yaml, cycle-with-milestones,ocata
./deliverables/ocata/puppet-horizon.yaml, cycle-trailing,ocata
./deliverables/ocata/python-troveclient.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/cloudkitty-dashboard.yaml, cycle-with-intermediary,ocata
./deliverables/ocata/osprofiler.yaml, cycle-with-intermediary,ocata
./deliverables/pike/puppet-vswitch.yaml, cycle-trailing,pike
./deliverables/pike/networking-hyperv.yaml, cycle-with-intermediary,pike
./deliverables/pike/karbor.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-zaqarclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/monasca-kibana-plugin.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-ironic-inspector-client.yaml, cycle-with-intermediary,pike
./deliverables/pike/instack.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.log.yaml, cycle-with-intermediary,pike
./deliverables/pike/kolla-ansible.yaml, cycle-trailing,pike
./deliverables/pike/congress-dashboard.yaml, cycle-with-milestones,pike
./deliverables/pike/futurist.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-novaclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/os-refresh-config.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-designateclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/solum-dashboard.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-manila.yaml, cycle-trailing,pike
./deliverables/pike/networking-sfc.yaml, cycle-with-milestones,pike
./deliverables/pike/networking-midonet.yaml, cycle-with-milestones,pike
./deliverables/pike/monasca-common.yaml, cycle-with-intermediary,pike
./deliverables/pike/monasca-agent.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-saharaclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/keystoneauth.yaml, cycle-with-intermediary,pike
./deliverables/pike/congress.yaml, cycle-with-milestones,pike
./deliverables/pike/neutron-fwaas-dashboard.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-aodh.yaml, cycle-trailing,pike
./deliverables/pike/requestsexceptions.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-congress.yaml, cycle-trailing,pike
./deliverables/pike/senlin-dashboard.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-swiftclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-openstack_extras.yaml, cycle-trailing,pike
./deliverables/pike/puppet-ovn.yaml, cycle-trailing,pike
./deliverables/pike/django_openstack_auth.yaml, cycle-with-intermediary,pike
./deliverables/pike/os-traits.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.vmware.yaml, cycle-with-intermediary,pike
./deliverables/pike/openstack-ansible.yaml, cycle-trailing,pike
./deliverables/pike/python-congressclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/requirements.yaml, cycle-with-intermediary,pike
./deliverables/pike/murano-dashboard.yaml, cycle-with-milestones,pike
./deliverables/pike/cliff.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-ec2api.yaml, cycle-trailing,pike
./deliverables/pike/ovsdbapp.yaml, cycle-with-intermediary,pike
./deliverables/pike/freezer.yaml, cycle-with-milestones,pike
./deliverables/pike/freezer-web-ui.yaml, cycle-with-milestones,pike
./deliverables/pike/keystonemiddleware.yaml, cycle-with-intermediary,pike
./deliverables/pike/glance-store.yaml, cycle-with-intermediary,pike
./deliverables/pike/sahara-dashboard.yaml, cycle-with-milestones,pike
./deliverables/pike/puppet-vitrage.yaml, cycle-trailing,pike
./deliverables/pike/puppet-panko.yaml, cycle-trailing,pike
./deliverables/pike/osc-lib.yaml, cycle-with-intermediary,pike
./deliverables/pike/automaton.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-senlinclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.service.yaml, cycle-with-intermediary,pike
./deliverables/pike/magnum.yaml, cycle-with-intermediary,pike
./deliverables/pike/castellan.yaml, cycle-with-intermediary,pike
./deliverables/pike/mistral-lib.yaml, cycle-with-intermediary,pike
./deliverables/pike/swift.yaml, cycle-with-intermediary,pike
./deliverables/pike/monasca-notification.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-designate.yaml, cycle-trailing,pike
./deliverables/pike/vitrage-dashboard.yaml, cycle-with-intermediary,pike
./deliverables/pike/horizon.yaml, cycle-with-milestones,pike
./deliverables/pike/neutron-lbaas-dashboard.yaml, cycle-with-milestones,pike
./deliverables/pike/oslo.policy.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-cinder.yaml, cycle-trailing,pike
./deliverables/pike/os-collect-config.yaml, cycle-with-intermediary,pike
./deliverables/pike/mistral.yaml, cycle-with-milestones,pike
./deliverables/pike/watcher-dashboard.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-tempest.yaml, cycle-trailing,pike
./deliverables/pike/python-freezerclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslosphinx.yaml, cycle-with-intermediary,pike
./deliverables/pike/searchlight-ui.yaml, cycle-with-milestones,pike
./deliverables/pike/oslo.serialization.yaml, cycle-with-intermediary,pike
./deliverables/pike/ironic-inspector.yaml, cycle-with-intermediary,pike
./deliverables/pike/os-vif.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-blazarclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/monasca-ceilometer.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-openstackclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/ceilometer.yaml, cycle-with-intermediary,pike
./deliverables/pike/tripleo-heat-templates.yaml, cycle-trailing,pike
./deliverables/pike/python-brick-cinderclient-ext.yaml, cycle-with-intermediary,pike
./deliverables/pike/stevedore.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-watcherclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-glance.yaml, cycle-trailing,pike
./deliverables/pike/python-neutronclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/ironic-python-agent.yaml, cycle-with-intermediary,pike
./deliverables/pike/karbor-dashboard.yaml, cycle-with-intermediary,pike
./deliverables/pike/os-win.yaml, cycle-with-intermediary,pike
./deliverables/pike/pycadf.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-ceilometer.yaml, cycle-trailing,pike
./deliverables/pike/ironic.yaml, cycle-with-intermediary,pike
./deliverables/pike/monasca-statsd.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.messaging.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-octavia.yaml, cycle-trailing,pike
./deliverables/pike/watcher.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.versionedobjects.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-karborclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/aodh.yaml, cycle-with-intermediary,pike
./deliverables/pike/tacker-horizon.yaml, cycle-with-intermediary,pike
./deliverables/pike/keystone.yaml, cycle-with-milestones,pike
./deliverables/pike/puppet-oslo.yaml, cycle-trailing,pike
./deliverables/pike/paunch.yaml, cycle-with-intermediary,pike
./deliverables/pike/zaqar-ui.yaml, cycle-with-milestones,pike
./deliverables/pike/monasca-log-api.yaml, cycle-with-intermediary,pike
./deliverables/pike/neutron-dynamic-routing.yaml, cycle-with-milestones,pike
./deliverables/pike/puppet-keystone.yaml, cycle-trailing,pike
./deliverables/pike/python-cinderclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-manilaclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-muranoclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-swift.yaml, cycle-trailing,pike
./deliverables/pike/oslo.concurrency.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.reports.yaml, cycle-with-intermediary,pike
./deliverables/pike/panko.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-tacker.yaml, cycle-trailing,pike
./deliverables/pike/ironic-ui.yaml, cycle-with-intermediary,pike
./deliverables/pike/senlin.yaml, cycle-with-milestones,pike
./deliverables/pike/heat-agents.yaml, cycle-with-intermediary,pike
./deliverables/pike/sahara.yaml, cycle-with-milestones,pike
./deliverables/pike/tosca-parser.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-tackerclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-neutron.yaml, cycle-trailing,pike
./deliverables/pike/os-brick.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-barbicanclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/patrole.yaml, cycle-with-intermediary,pike
./deliverables/pike/instack-undercloud.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.config.yaml, cycle-with-intermediary,pike
./deliverables/pike/networking-baremetal.yaml, cycle-with-intermediary,pike
./deliverables/pike/murano.yaml, cycle-with-milestones,pike
./deliverables/pike/searchlight.yaml, cycle-with-milestones,pike
./deliverables/pike/puppet-murano.yaml, cycle-trailing,pike
./deliverables/pike/ceilometermiddleware.yaml, cycle-with-intermediary,pike
./deliverables/pike/tempest.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-mistral.yaml, cycle-trailing,pike
./deliverables/pike/networking-odl.yaml, cycle-with-milestones,pike
./deliverables/pike/python-ironicclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-ceilometerclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-aodhclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-heat.yaml, cycle-trailing,pike
./deliverables/pike/puppet-nova.yaml, cycle-trailing,pike
./deliverables/pike/sahara-image-elements.yaml, cycle-with-milestones,pike
./deliverables/pike/ldappool.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-tricircleclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/trove-dashboard.yaml, cycle-with-milestones,pike
./deliverables/pike/puppet-sahara.yaml, cycle-trailing,pike
./deliverables/pike/monasca-ui.yaml, cycle-with-intermediary,pike
./deliverables/pike/neutron-lib.yaml, cycle-with-intermediary,pike
./deliverables/pike/os-net-config.yaml, cycle-with-intermediary,pike
./deliverables/pike/designate.yaml, cycle-with-milestones,pike
./deliverables/pike/tacker.yaml, cycle-with-intermediary,pike
./deliverables/pike/kolla.yaml, cycle-trailing,pike
./deliverables/pike/oslotest.yaml, cycle-with-intermediary,pike
./deliverables/pike/octavia.yaml, cycle-with-milestones,pike
./deliverables/pike/shade.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-watcher.yaml, cycle-trailing,pike
./deliverables/pike/puppet-tripleo.yaml, cycle-trailing,pike
./deliverables/pike/python-searchlightclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/os-apply-config.yaml, cycle-with-intermediary,pike
./deliverables/pike/debtcollector.yaml, cycle-with-intermediary,pike
./deliverables/pike/murano-agent.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-gnocchi.yaml, cycle-trailing,pike
./deliverables/pike/python-octaviaclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/sushy.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.privsep.yaml, cycle-with-intermediary,pike
./deliverables/pike/zun.yaml, cycle-with-intermediary,pike
./deliverables/pike/designate-dashboard.yaml, cycle-with-milestones,pike
./deliverables/pike/neutron-fwaas.yaml, cycle-with-milestones,pike
./deliverables/pike/python-mistralclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-ironic.yaml, cycle-trailing,pike
./deliverables/pike/oslo.utils.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.cache.yaml, cycle-with-intermediary,pike
./deliverables/pike/fuxi.yaml, cycle-with-intermediary,pike
./deliverables/pike/networking-bgpvpn.yaml, cycle-with-milestones,pike
./deliverables/pike/magnum-ui.yaml, cycle-with-intermediary,pike
./deliverables/pike/glance.yaml, cycle-with-milestones,pike
./deliverables/pike/tooz.yaml, cycle-with-intermediary,pike
./deliverables/pike/tripleo-puppet-elements.yaml, cycle-trailing,pike
./deliverables/pike/puppet-zaqar.yaml, cycle-trailing,pike
./deliverables/pike/oslo.db.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-glanceclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/neutron.yaml, cycle-with-milestones,pike
./deliverables/pike/puppet-trove.yaml, cycle-trailing,pike
./deliverables/pike/kuryr-kubernetes.yaml, cycle-with-intermediary,pike
./deliverables/pike/neutron-lbaas.yaml, cycle-with-milestones,pike
./deliverables/pike/oslo.rootwrap.yaml, cycle-with-intermediary,pike
./deliverables/pike/monasca-persister.yaml, cycle-with-intermediary,pike
./deliverables/pike/tripleo-quickstart.yaml, cycle-trailing,pike
./deliverables/pike/oslo.context.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.middleware.yaml, cycle-with-intermediary,pike
./deliverables/pike/solum.yaml, cycle-with-intermediary,pike
./deliverables/pike/nova.yaml, cycle-with-milestones,pike
./deliverables/pike/cinder.yaml, cycle-with-milestones,pike
./deliverables/pike/heat.yaml, cycle-with-milestones,pike
./deliverables/pike/python-solumclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/mox3.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-heatclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/grenade.yaml, untagged,pike
./deliverables/pike/tripleo-common.yaml, cycle-trailing,pike
./deliverables/pike/monasca-transform.yaml, cycle-with-intermediary,pike
./deliverables/pike/sahara-extra.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-barbican.yaml, cycle-trailing,pike
./deliverables/pike/heat-translator.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-cloudkittyclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-magnum.yaml, cycle-trailing,pike
./deliverables/pike/python-vitrageclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/monasca-api.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-keystoneclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/cloudkitty.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-monascaclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/oslo.i18n.yaml, cycle-with-intermediary,pike
./deliverables/pike/puppet-openstacklib.yaml, cycle-trailing,pike
./deliverables/pike/bifrost.yaml, cycle-with-intermediary,pike
./deliverables/pike/networking-ovn.yaml, cycle-with-milestones,pike
./deliverables/pike/os-client-config.yaml, cycle-with-intermediary,pike
./deliverables/pike/devstack.yaml, untagged,pike
./deliverables/pike/python-magnumclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/ironic-lib.yaml, cycle-with-intermediary,pike
./deliverables/pike/tripleo-image-elements.yaml, cycle-trailing,pike
./deliverables/pike/python-pankoclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/taskflow.yaml, cycle-with-intermediary,pike
./deliverables/pike/manila.yaml, cycle-with-milestones,pike
./deliverables/pike/trove.yaml, cycle-with-milestones,pike
./deliverables/pike/tripleo-ui.yaml, cycle-trailing,pike
./deliverables/pike/tripleo-validations.yaml, cycle-with-intermediary,pike
./deliverables/pike/vitrage.yaml, cycle-with-intermediary,pike
./deliverables/pike/zaqar.yaml, cycle-with-milestones,pike
./deliverables/pike/manila-ui.yaml, cycle-with-intermediary,pike
./deliverables/pike/python-tripleoclient.yaml, cycle-trailing,pike
./deliverables/pike/python-zunclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/zun-ui.yaml, cycle-with-intermediary,pike
./deliverables/pike/tricircle.yaml, cycle-with-intermediary,pike
./deliverables/pike/networking-bagpipe.yaml, cycle-with-milestones,pike
./deliverables/pike/monasca-thresh.yaml, cycle-with-intermediary,pike
./deliverables/pike/barbican.yaml, cycle-with-milestones,pike
./deliverables/pike/puppet-horizon.yaml, cycle-trailing,pike
./deliverables/pike/python-troveclient.yaml, cycle-with-intermediary,pike
./deliverables/pike/cloudkitty-dashboard.yaml, cycle-with-intermediary,pike
./deliverables/pike/osprofiler.yaml, cycle-with-intermediary,pike
./deliverables/queens/puppet-vswitch.yaml, cycle-trailing,queens
./deliverables/queens/networking-hyperv.yaml, cycle-with-intermediary,queens
./deliverables/queens/heat-dashboard.yaml, cycle-with-intermediary,queens
./deliverables/queens/karbor.yaml, cycle-with-intermediary,queens
./deliverables/queens/python-zaqarclient.yaml, cycle-with-intermediary,queens
./deliverables/queens/monasca-kibana-plugin.yaml, cycle-with-intermediary,queens
./deliverables/queens/python-ironic-inspector-client.yaml, cycle-with-intermediary,queens
./deliverables/queens/instack.yaml, cycle-with-intermediary,queens
./deliverables/queens/oslo.log.yaml, cycle-with-intermediary,queens
./deliverables/queens/kolla-ansible.yaml, cycle-trailing,queens
./deliverables/queens/congress-dashboard.yaml, cycle-with-milestones,queens
./deliverables/queens/futurist.yaml, cycle-with-intermediary,queens
./deliverables/queens/python-novaclient.yaml, cycle-with-intermediary,queens
./deliverables/queens/os-refresh-config.yaml, cycle-with-intermediary,queens
./deliverables/queens/python-designateclient.yaml, cycle-with-intermediary,queens
./deliverables/queens/solum-dashboard.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-manila.yaml, cycle-trailing,queens
./deliverables/queens/networking-sfc.yaml, cycle-with-milestones,queens
./deliverables/queens/networking-midonet.yaml, cycle-with-milestones,queens
./deliverables/queens/monasca-common.yaml, cycle-with-intermediary,queens
./deliverables/queens/kuryr-libnetwork.yaml, cycle-with-intermediary,queens
./deliverables/queens/monasca-agent.yaml, cycle-with-intermediary,queens
./deliverables/queens/python-saharaclient.yaml, cycle-with-intermediary,queens
./deliverables/queens/keystoneauth.yaml, cycle-with-intermediary,queens
./deliverables/queens/congress.yaml, cycle-with-milestones,queens
./deliverables/queens/neutron-fwaas-dashboard.yaml, cycle-with-intermediary,queens
./deliverables/queens/devstack-plugin-amqp1.yaml, untagged,queens
./deliverables/queens/storlets.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-aodh.yaml, cycle-trailing,queens
./deliverables/queens/requestsexceptions.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-congress.yaml, cycle-trailing,queens
./deliverables/queens/senlin-dashboard.yaml, cycle-with-intermediary,queens
./deliverables/queens/python-swiftclient.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-openstack_extras.yaml, cycle-trailing,queens
./deliverables/queens/puppet-ovn.yaml, cycle-trailing,queens
./deliverables/queens/os-traits.yaml, cycle-with-intermediary,queens
./deliverables/queens/osc-placement.yaml, cycle-with-intermediary,queens
./deliverables/queens/oslo.vmware.yaml, cycle-with-intermediary,queens
./deliverables/queens/openstack-ansible.yaml, cycle-trailing,queens
./deliverables/queens/python-congressclient.yaml, cycle-with-intermediary,queens
./deliverables/queens/requirements.yaml, cycle-with-intermediary,queens
./deliverables/queens/murano-dashboard.yaml, cycle-with-milestones,queens
./deliverables/queens/cliff.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-ec2api.yaml, cycle-trailing,queens
./deliverables/queens/ovsdbapp.yaml, cycle-with-intermediary,queens
./deliverables/queens/freezer.yaml, cycle-with-milestones,queens
./deliverables/queens/freezer-web-ui.yaml, cycle-with-milestones,queens
./deliverables/queens/keystonemiddleware.yaml, cycle-with-intermediary,queens
./deliverables/queens/glance-store.yaml, cycle-with-intermediary,queens
./deliverables/queens/sahara-dashboard.yaml, cycle-with-milestones,queens
./deliverables/queens/puppet-vitrage.yaml, cycle-trailing,queens
./deliverables/queens/release-test.yaml, cycle-with-milestones,queens
./deliverables/queens/puppet-panko.yaml, cycle-trailing,queens
./deliverables/queens/osc-lib.yaml, cycle-with-intermediary,queens
./deliverables/queens/automaton.yaml, cycle-with-intermediary,queens
./deliverables/queens/python-senlinclient.yaml, cycle-with-intermediary,queens
./deliverables/queens/oslo.service.yaml, cycle-with-intermediary,queens
./deliverables/queens/magnum.yaml, cycle-with-intermediary,queens
./deliverables/queens/castellan.yaml, cycle-with-intermediary,queens
./deliverables/queens/mistral-lib.yaml, cycle-with-intermediary,queens
./deliverables/queens/swift.yaml, cycle-with-intermediary,queens
./deliverables/queens/monasca-notification.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-designate.yaml, cycle-trailing,queens
./deliverables/queens/vitrage-dashboard.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-rally.yaml, cycle-trailing,queens
./deliverables/queens/horizon.yaml, cycle-with-milestones,queens
./deliverables/queens/neutron-lbaas-dashboard.yaml, cycle-with-milestones,queens
./deliverables/queens/oslo.policy.yaml, cycle-with-intermediary,queens
./deliverables/queens/devstack-plugin-kafka.yaml, untagged,queens
./deliverables/queens/puppet-cinder.yaml, cycle-trailing,queens
./deliverables/queens/os-collect-config.yaml, cycle-with-intermediary,queens
./deliverables/queens/mistral.yaml, cycle-with-milestones,queens
./deliverables/queens/watcher-dashboard.yaml, cycle-with-intermediary,queens
./deliverables/queens/puppet-tempest.yaml, cycle-trailing,queens
./deliverables/queens/python-freezerclient.yaml, cycle-with-intermediary,queens
